icao,lat,lon,name,country,type,tz
LFNO,44.28640,3.46667,Florac Ste Enimie Airfield,FR,s,Europe/Paris
LFNQ,42.54360,2.12000,Mont Louis La Quillane Airfield,FR,s,Europe/Paris
LFNR,43.53666,5.17744,Berre-la-Fare Airfield,FR,s,Europe/Paris
LFNS,44.28647,5.92909,Sistéron-Vaumeilh Airfield,FR,s,Europe/Paris
LFNT,43.99690,4.75556,Avignon-Pujaut Airfield,FR,s,Europe/Paris
LFNU,44.08215,4.39393,Uzès-Belvezet Airfield,FR,s,Europe/Paris
LFNV,44.33574,4.90688,Valréas Visan Airfield,FR,s,Europe/Paris
LFNW,42.91140,2.05611,Puivert Airfield,FR,s,Europe/Paris
LFNX,43.64080,3.14556,Bédarieux La Tour Airfield,FR,s,Europe/Paris
LFNZ,43.76890,4.89361,Le Mazet De Romanin Airfield,FR,s,Europe/Paris
LFOA,47.05330,2.63250,Avord (BA 702) Air Base,FR,m,Europe/Paris
LFOB,49.45440,2.11278,Beauvais-Tillé airport,FR,l,Europe/Paris
LFOC,48.05791,1.37931,Châteaudun Airfield,FR,m,Europe/Paris
LFOD,47.25680,-0.11514,Aérodrome de Saumur - Saint-Florent,FR,s,Europe/Paris
LFOE,49.02870,1.21986,Évreux-Fauville (BA 105) Air Base,FR,m,Europe/Paris
LFOF,48.44657,0.10800,Alençon-Valframbert Airfield,FR,s,Europe/Paris
LFOG,48.74996,-0.59393,Aérodrome de Flers Saint-Paul,FR,s,Europe/Paris
LFOH,49.53404,0.08841,Le Havre-Octeville Airport,FR,m,Europe/Paris
LFOI,50.14350,1.83189,Abbeville-Buigny Baie de Somme Airfield,FR,m,Europe/Paris
LFOJ,47.98780,1.76056,Orléans-Bricy (BA 123) Air Base,FR,m,Europe/Paris
LFOK,48.77333,4.20611,Chalons Vatry airport,FR,m,Europe/Paris
LFOL,48.75850,0.65663,L'Aigle-Saint-Michel Airfield,FR,s,Europe/Paris
LFOM,49.20228,-1.50798,Lessay Airfield,FR,s,Europe/Paris
LFON,48.70543,1.36115,Dreux Vernouillet Airfield,FR,s,Europe/Paris
LFOO,46.47690,-1.72278,Les Sables-d'Olonne Talmont Airport,FR,s,Europe/Paris
LFOP,49.38489,1.17914,Rouen Vallée de Seine Airport,FR,m,Europe/Paris
LFOQ,47.67850,1.20884,Blois Le Breuil Airfield,FR,s,Europe/Paris
LFOR,48.45750,1.51984,Chartres-Métropole Airfield,FR,s,Europe/Paris
LFOS,49.83516,0.65528,Saint-Valery-Vittefleur Airfield,FR,s,Europe/Paris
LFOT,47.43220,0.72761,Tours Val de Loire Airport,FR,m,Europe/Paris
LFOU,47.08210,-0.87706,Cholet Le Pontreau airfield,FR,s,Europe/Paris
LFOV,48.03221,-0.74400,Laval-Entrammes Airport,FR,m,Europe/Paris
LFOW,49.81609,3.20573,Saint-Quentin-Roupy Airfield,FR,s,Europe/Paris
LFOX,48.38190,2.07528,Étampes-Mondésir Airfield,FR,s,Europe/Paris
LFOY,49.54468,0.36040,Havre-Saint-Romain-de-Colbosc Airfield,FR,s,Europe/Paris
LFOZ,47.89776,2.16448,Orléans–Saint-Denis-de-l'Hôtel Airport,FR,s,Europe/Paris
LFPA,49.16580,2.31306,Persan-Beaumont Airfield,FR,s,Europe/Paris
LFPB,48.96228,2.43654,Paris-Le Bourget International Airport,FR,l,Europe/Paris
LFPC,49.25350,2.51914,Creil Air Base,FR,m,Europe/Paris
LFPD,49.10235,0.56588,Bernay-Saint-Martin Airfield,FR,s,Europe/Paris
LFPE,48.92746,2.83346,Meaux-Esbly Airfield,FR,s,Europe/Paris
LFPF,48.84316,1.90628,Beynes Thiverval Airfield,FR,s,Europe/Paris
LFPG,49.00896,2.55412,Charles de Gaulle International Airport,FR,l,Europe/Paris
LFPH,48.89657,2.60621,Chelles-le-Pin Airfield,FR,s,Europe/Paris
LFPI,48.83299,2.27304,Paris Issy-les-Moulineaux Heliport,FR,h,Europe/Paris
LFPK,48.83960,3.00865,Coulommiers-Voisins Aerodrome,FR,s,Europe/Paris
LFPL,48.82103,2.62597,Lognes Emerainville Airfield,FR,s,Europe/Paris
LFPM,48.60470,2.67112,Melun-Villaroche Airfield,FR,m,Europe/Paris
LFPN,48.75190,2.10619,Toussus-le-Noble Airport,FR,m,Europe/Paris
LFPO,48.72950,2.35896,Paris-Orly Airport,FR,l,Europe/Paris
LFPP,49.10884,2.73614,Le Plessis-Belleville Airfield,FR,s,Europe/Paris
LFPQ,48.70628,2.90285,Fontenay-Trésigny Aerodrome,FR,s,Europe/Paris
LFPT,49.09606,2.03554,Pontoise-Cormeilles Aerodrome,FR,m,Europe/Paris
LFPU,48.34119,2.79852,Moret-Episy Airfield,FR,s,Europe/Paris
LFPV,48.77441,2.20310,Vélizy-Villacoublay Air Base,FR,m,Europe/Paris
LFPX,48.84232,1.98050,Chavenay-Villepreux Airfield,FR,s,Europe/Paris
LFPZ,48.81246,2.06753,Saint-Cyr-l'École Airport,FR,s,Europe/Paris
LFQA,49.20870,4.15658,Reims-Prunay Airfield,FR,s,Europe/Paris
LFQB,48.32210,4.01670,Troyes-Barberey Airport,FR,m,Europe/Paris
LFQC,48.59326,6.54542,Lunéville-Croismare Airfield,FR,s,Europe/Paris
LFQD,50.32390,2.80278,Arras-Roclincourt Airfield,FR,s,Europe/Paris
LFQE,49.22690,5.67222,Lieutenant Étienne Mantoux Air Base,FR,m,Europe/Paris
LFQF,46.96728,4.26093,Autun-Bellevue Airfield,FR,s,Europe/Paris
LFQG,47.00291,3.11311,Nevers-Fourchambault Airport,FR,m,Europe/Paris
LFQH,47.84392,4.58005,Châtillon-sur-Seine Airfield,FR,s,Europe/Paris
LFQJ,50.31050,4.03312,Maubeuge-Élesmes Airfield,FR,s,Europe/Paris
LFQK,48.90511,4.35270,Châlons - Écury-sur-Coole Airfield,FR,s,Europe/Paris
LFQL,50.46640,2.81972,Lens-Bénifontaine Airfield,FR,s,Europe/Paris
LFQM,47.20661,6.08317,Besançon La Vèze Airfield,FR,s,Europe/Paris
LFQN,50.72746,2.23259,Saint-Omer Wizernes Airfield,FR,s,Europe/Paris
LFQO,50.68720,3.07556,Marcq-en-Baroeul Airfield,FR,s,Europe/Paris
LFQP,48.76620,7.20055,Phalsbourg-Bourscheid Air Base,FR,m,Europe/Paris
LFQQ,50.56656,3.10243,Lille Airport,FR,l,Europe/Paris
LFQS,50.33788,2.99071,Vitry-en-Artois Airfield,FR,s,Europe/Paris
LFQT,50.61840,2.64224,Merville-Calonne Airport,FR,m,Europe/Paris
LFQU,48.95094,7.07847,Sarre-Union Airfield,FR,s,Europe/Paris
LFQV,49.78390,4.64708,Charleville-Mézières Ardennes-Etienne Riché Airfield,FR,m,Europe/Paris
LFQW,47.63859,6.20444,Vesoul-Frotey Airfield,FR,m,Europe/Paris
LFQX,48.11398,4.81942,Juvancourt Aerodrome,FR,s,Europe/Paris
LFQY,48.75339,7.42540,Saverne Steinbourg Airfield,FR,s,Europe/Paris
LFQZ,48.77438,6.71411,Dieuze-Guéblange Airfield,FR,s,Europe/Paris
LFRB,48.44790,-4.41854,Brest Bretagne airport,FR,l,Europe/Paris
LFRC,49.65010,-1.47028,Cherbourg Manche airport,FR,m,Europe/Paris
LFRD,48.58770,-2.07996,Dinard Pleurtuit Saint-Malo airport,FR,m,Europe/Paris
LFRE,47.28940,-2.34639,La Baule-Escoublac Airport,FR,m,Europe/Paris
LFRF,48.88310,-1.56417,Granville Airport,FR,m,Europe/Paris
LFRG,49.36524,0.15448,Deauville Normandie airport,FR,m,Europe/Paris
LFRH,47.76060,-3.44000,Lorient South Brittany (Bretagne Sud) Airport,FR,m,Europe/Paris
LFRI,46.70190,-1.37863,La Roche-sur-Yon Les Ajoncs Airport,FR,m,Europe/Paris
LFRJ,48.53030,-4.15164,Landivisiau Air Base,FR,m,Europe/Paris
LFRK,49.17678,-0.45488,Caen Carpiquet airport,FR,m,Europe/Paris
LFRL,48.28170,-4.44502,Lanvéoc-Poulmic Air Base,FR,m,Europe/Paris
LFRM,47.94860,0.20170,Le Mans-Arnage Airport,FR,m,Europe/Paris
LFRN,48.06950,-1.73479,Rennes-Saint-Jacques Airport,FR,m,Europe/Paris
LFRO,48.75440,-3.47166,Lannion Airport,FR,m,Europe/Paris
LFRP,48.00280,-2.37722,Ploërmel Loyat Airfield,FR,s,Europe/Paris
LFRQ,47.97303,-4.16965,Quimper-Cornouaille Airport,FR,m,Europe/Paris
LFRS,47.15320,-1.61073,Nantes Atlantique Airport,FR,m,Europe/Paris
LFRT,48.53863,-2.85352,Saint-Brieuc-Armor Airport,FR,m,Europe/Paris
LFRU,48.60320,-3.81578,Morlaix-Ploujean Airport,FR,m,Europe/Paris
LFRV,47.72330,-2.71856,Vannes-Meucon Airport,FR,m,Europe/Paris
LFRW,48.66226,-1.40369,Avranches Le Val-Saint-Père Airfield,FR,s,Europe/Paris
LFRZ,47.31142,-2.15263,Saint-Nazaire-Montoir Airport,FR,m,Europe/Paris
LFSA,47.27314,6.08289,Besançon-Thise Airfield,FR,s,Europe/Paris
LFSB,47.60068,7.52112,EuroAirport Basel–Mulhouse–Freiburg,FR,l,Europe/Paris
LFSD,47.26890,5.09000,Dijon Longvic airport,FR,m,Europe/Paris
LFSE,48.21190,6.44917,Épinal Dogneville Airfield,FR,s,Europe/Paris
LFSG,48.32500,6.06998,Épinal Mirecourt Airport,FR,m,Europe/Paris
LFSH,48.79482,7.81613,Haguenau Airfield,FR,s,Europe/Paris
LFSI,48.63600,4.89942,Saint-Dizier – Robinson Air Base,FR,m,Europe/Paris
LFSJ,49.65970,5.03778,Sédan Douzy Airfield,FR,s,Europe/Paris
LFSK,48.70237,4.68311,Vitry-le-François Vauclerc Airfield,FR,s,Europe/Paris
LFSL,45.03972,1.48556,Brive Souillac airport,FR,m,Europe/Paris
LFSM,47.48700,6.79054,Montbéliard-Courcelles Airfield,FR,m,Europe/Paris
LFSN,48.69210,6.23046,Nancy-Essey Airport,FR,m,Europe/Paris
LFSO,48.58310,5.95500,Nancy-Ochey (BA 133) Air Base,FR,m,Europe/Paris
LFSP,46.90403,6.32683,Pontarlier Airfield,FR,s,Europe/Paris
LFSS,47.79167,-1.64361,Saint Sulpice des Landes,FR,s,Europe/Paris
LFST,48.53830,7.62823,Strasbourg Airport,FR,l,Europe/Paris
LFSU,47.96480,5.29366,Langres-Rolampont Airfield,FR,s,Europe/Paris
LFSV,48.60013,6.05651,Pont-Saint-Vincent Airfield,FR,s,Europe/Paris
LFSW,49.00446,4.08534,Épernay Plivot Airfield,FR,s,Europe/Paris
LFSX,47.78775,6.35342,Luxeuil-Saint-Sauveur (BA 116) Air Base,FR,m,Europe/Paris
LFSY,47.60938,4.61820,Cessey-Baigneux-les-Juffs Airfield,FR,s,Europe/Paris
LFTA,46.36353,-1.42736,La Tranche-sur-Mer ULM,FR,s,Europe/Paris
LFTB,43.44463,5.20967,Berre/Marignane Seaplane Base,FR,s,Europe/Paris
LFTF,43.24762,6.12665,Cuers-Pierrefeu Airfield,FR,s,Europe/Paris
LFTH,43.09730,6.14603,Toulon-Hyères Airport,FR,m,Europe/Paris
LFTM,44.45830,5.72833,Serres - La Bâtie-Montsaléon Airfield,FR,s,Europe/Paris
LFTN,44.24440,4.01222,La Grand'combe Airfield,FR,s,Europe/Paris
LFTP,43.86889,6.16278,Puimoisson Airfield,FR,s,Europe/Paris
LFTQ,47.73956,-1.18952,Châteaubriant Pouancé Airfield,FR,s,Europe/Paris
LFTR,43.08270,5.93382,Toulon Navy Air Base,FR,h,Europe/Paris
LFTW,43.75740,4.41635,Nîmes-Arles-Camargue Airport,FR,m,Europe/Paris
LFTZ,43.20540,6.48200,La Môle Airport,FR,s,Europe/Paris
LFVM,47.09550,-56.38030,Miquelon Airport,PM,s,America/Miquelon
LFVP,46.76265,-56.17499,Saint-Pierre Pointe-Blanche Airport,PM,m,America/Miquelon
LFXA,45.98730,5.32844,Ambérieu Air Base (BA 278),FR,m,Europe/Paris
LFXB,45.70190,-0.63611,Saintes Thénac Airfield,FR,s,Europe/Paris
LFXQ,47.94306,-2.18587,Coëtquidan Air Base,FR,s,Europe/Paris
LFXU,48.99830,1.94278,Les Mureaux Airfield,FR,s,Europe/Paris
LFYG,50.14053,3.26323,Cambrai Niergnies Airfield,FR,s,Europe/Paris
LFYR,47.31754,1.69104,Romorantin Pruniers Airbase,FR,s,Europe/Paris
LFYS,42.44720,2.01083,Ste Léocadie Airfield,FR,s,Europe/Paris
LFYV,49.63832,0.72847,Yvetot Lucien Camu Airfield,FR,s,Europe/Paris
LGAD,37.92070,21.29260,Andravida Air Base,GR,m,Europe/Athens
LGAG,38.61370,21.39296,Dhokimion Airfield,GR,s,Europe/Athens
LGAL,40.85590,25.95630,Alexandroupoli Democritus Airport,GR,m,Europe/Athens
LGAM,37.97160,23.53040,Amphiali Heliport,GR,h,Europe/Athens
LGAV,37.93640,23.94450,Athens Eleftherios Venizelos International Airport,GR,l,Europe/Athens
LGAX,40.65110,22.48870,Alexandria (Gidas) Airfield,GR,s,Europe/Athens
LGBL,39.21960,22.79430,Nea Anchialos National Airport,GR,m,Europe/Athens
LGEL,38.06380,23.55600,Elefsis Air Base,GR,m,Europe/Athens
LGEP,37.61335,21.49638,Epitalion Airfield,GR,s,Europe/Athens
LGHI,38.34320,26.14060,Chios Island National Airport,GR,m,Europe/Athens
LGIK,37.68270,26.34710,Ikaria Airport,GR,s,Europe/Athens
LGIO,39.69640,20.82250,Ioannina King Pyrrhus National Airport,GR,m,Europe/Athens
LGIR,35.33970,25.18030,Heraklion International Nikos Kazantzakis Airport,GR,l,Europe/Athens
LGKA,40.44630,21.28220,Kastoria National Airport Aristotle,GR,s,Europe/Athens
LGKC,36.27398,23.01672,Kithira Airport,GR,s,Europe/Athens
LGKF,38.12010,20.50050,Kefallinia Airport,GR,m,Europe/Athens
LGKJ,36.14170,29.57640,Kastelorizo Airport,GR,s,Europe/Athens
LGKL,37.06830,22.02550,Kalamata Airport,GR,m,Europe/Athens
LGKM,40.97280,24.34140,Kavala Amygdaleon Lydia Airfield,GR,s,Europe/Athens
LGKN,38.13756,23.95173,Marathon Kotroni Navy Helicopter Base,GR,h,Europe/Athens
LGKO,36.79452,27.09115,"Kos International Airport ""Ippokratis""",GR,l,Europe/Athens
LGKP,35.42140,27.14600,Karpathos Airport,GR,m,Europe/Athens
LGKR,39.60145,19.91218,Corfu Ioannis Kapodistrias International Airport,GR,l,Europe/Athens
LGKS,35.42140,26.91000,Kasos Airport,GR,s,Europe/Athens
LGKV,40.91330,24.61920,Kavala Alexander the Great International Airport,GR,l,Europe/Athens
LGKY,36.96330,26.94060,Kalymnos Airport,GR,s,Europe/Athens
LGKZ,40.28610,21.84080,Kozani National Airport Filippos,GR,m,Europe/Athens
LGLE,37.18490,26.80030,Leros Airport,GR,s,Europe/Athens
LGLM,39.91710,25.23630,Limnos Airport,GR,s,Europe/Athens
LGLR,39.65025,22.46550,Larissa Air Base,GR,s,Europe/Athens
LGLX,37.99180,23.57480,Piraeus Heliport,GR,h,Europe/Athens
LGMG,37.98110,23.36540,Megara Air Base,GR,s,Europe/Athens
LGMK,37.43510,25.34810,Mykonos Island National Airport,GR,m,Europe/Athens
LGML,36.69690,24.47690,Milos Airport,GR,s,Europe/Athens
LGMO,38.82617,22.66196,Molos Airfield,GR,s,Europe/Athens
LGMT,39.05741,26.59863,Mytilene International Airport,GR,m,Europe/Athens
LGNX,37.08110,25.36810,Naxos Island National Airport,GR,s,Europe/Athens
LGPA,37.02049,25.11320,Paros National Airport,GR,s,Europe/Athens
LGPL,36.57990,26.37580,Astypalaia Airport,GR,s,Europe/Athens
LGPZ,38.92550,20.76530,Aktion National Airport,GR,m,Europe/Athens
LGRD,36.38310,28.10890,Maritsa Air Base,GR,s,Europe/Athens
LGRP,36.40540,28.08620,"Rhodes International Airport ""Diagoras""",GR,l,Europe/Athens
LGRS,-27.70599,153.11000,Logan Reserve Airport,AU,s,Australia/Brisbane
LGRX,38.15110,21.42560,Patras Araxos Agamemnon Airport,GR,m,Europe/Athens
LGSA,35.53121,24.15067,Chania International Airport,GR,l,Europe/Athens
LGSD,40.53310,23.02530,Sedes Air Base,GR,s,Europe/Athens
LGSK,39.17710,23.50370,Skiathos Island National Airport,GR,m,Europe/Athens
LGSM,37.69000,26.91170,Samos Airport,GR,m,Europe/Istanbul
LGSO,37.42280,24.95090,Syros Airport,GR,s,Europe/Athens
LGSP,36.97380,22.52571,Sparti Airfield,GR,s,Europe/Athens
LGSR,36.40004,25.47864,Santorini International Airport,GR,l,Europe/Athens
LGST,35.21610,26.10130,Sitia Airport,GR,m,Europe/Athens
LGSY,38.96760,24.48720,Skiros Airport,GR,s,Europe/Athens
LGTG,38.33980,23.56500,Tanagra Air Base,GR,m,Europe/Athens
LGTL,35.19134,25.32659,(*)Kasteli Hellenic Air Force Base,GR,m,Europe/Athens
LGTP,37.53060,22.40360,Tripolis Air Base,GR,s,Europe/Athens
LGTS,40.51928,22.97001,Thessaloniki Macedonia International Airport,GR,l,Europe/Athens
LGTT,38.10890,23.78380,Tatoi Airport,GR,s,Europe/Athens
LGZA,37.75090,20.88430,Zakynthos International Airport Dionysios Solomos,GR,m,Europe/Athens
LHBB,47.45452,18.90728,Légimentő bázis,HU,h,Europe/Budapest
LHBC,46.67713,21.16119,Békéscsaba Airfield,HU,s,Europe/Budapest
LHBF,47.38480,16.80264,Bükfördö Airfield,HU,s,Europe/Budapest
LHBI,47.13743,21.67543,Biharkeresztes Airfield,HU,s,Europe/Budapest
LHBK,46.69303,17.39777,Balatonkeresztúr Airfield,HU,s,Europe/Budapest
LHBL,46.86180,19.55660,Ballószög Airfield,HU,s,Europe/Budapest
LHBO,46.15344,19.14905,Bácsbokod Airfield,HU,s,Europe/Budapest
LHBP,47.43018,19.26239,Budapest Liszt Ferenc International Airport,HU,l,Europe/Budapest
LHBS,47.45110,18.98060,Budaörs Airfield,HU,s,Europe/Budapest
LHBT,48.02553,19.80507,Bátonyterenye-Világosipuszta sportreptér,HU,s,Europe/Budapest
LHBY,47.66720,17.78480,Gyõrszentiván-Bõny Airfield,HU,s,Europe/Budapest
LHCL,47.16262,19.87740,Cegléd Airfield,HU,s,Europe/Budapest
LHDA,47.27180,17.41050,Dáka Sport Airfield,HU,s,Europe/Budapest
LHDC,47.48947,21.61628,Debrecen International Airport,HU,l,Europe/Budapest
LHDK,47.61390,19.14330,Dunakeszi Airfield,HU,s,Europe/Budapest
LHDV,46.89580,18.91390,Dunaújváros Airfield,HU,s,Europe/Budapest
LHEM,47.75681,18.73046,Esztergom Ernő Rubik Airfield,HU,s,Europe/Budapest
LHER,47.90520,20.40550,Eger Apolló Airfield,HU,s,Europe/Budapest
LHFC,47.44463,18.55710,Bodmér-Felcsút Airfield,HU,s,Europe/Budapest
LHFH,47.48620,18.91526,Farkashegy Airfield,HU,s,Europe/Budapest
LHFM,47.58280,16.84540,Fertőszentmiklós Airfield,HU,s,Europe/Budapest
LHFP,47.74444,16.61417,Piuszpuszta Airfield,HU,s,Europe/Budapest
LHGD,47.57166,19.33680,Gödöllő Airfield,HU,s,Europe/Budapest
LHGR,47.39133,18.75699,Gyúró Airfield,HU,s,Europe/Budapest
LHGU,47.60514,17.66019,Győrújbarát Heliport,HU,h,Europe/Budapest
LHGY,47.81428,19.97679,Gyöngyös Pipishegy Airfield,HU,s,Europe/Budapest
LHHH,47.55150,18.97639,Hármashatárhegy Glider Field,HU,s,Europe/Budapest
LHHK,47.14289,17.99744,Hajmáskér Airfield,HU,s,Europe/Budapest
LHHM,46.38444,20.30833,Hódmezővásárhely Airfield,HU,s,Europe/Budapest
LHHO,47.45972,21.39090,Hajdúszoboszló Airfield,HU,s,Europe/Budapest
LHJK,46.74786,19.60475,Jakabszállás Airfield,HU,s,Europe/Budapest
LHKA,46.55149,18.94230,Kalocsa-Foktő Airfield,HU,m,Europe/Budapest
LHKC,46.53644,19.24146,Kecel Heliport,HU,h,Europe/Budapest
LHKD,47.51712,18.32502,Kecskéd Airfield,HU,s,Europe/Budapest
LHKE,46.91750,19.74920,Kecskemét Air Base,HU,m,Europe/Budapest
LHKH,46.73310,19.89330,Kiskunfélegyháza Airfield,HU,s,Europe/Budapest
LHKI,46.65679,19.24300,Kiskőrös-Akasztó Airfield,HU,s,Europe/Budapest
LHKK,47.17448,19.07750,Kiskunlacháza Airfield,HU,s,Europe/Budapest
LHKT,46.24742,17.60782,Kadarkút Airfield,HU,s,Europe/Budapest
LHKV,46.38640,17.73348,Kaposvar Kaposújlak Airfield,HU,s,Europe/Budapest
LHLI,47.85750,17.44833,Lipót Szigetköz Airfield,HU,s,Europe/Budapest
LHMR,47.81186,20.42225,Maklár Airfield,HU,s,Europe/Budapest
LHNK,46.42830,16.95757,Nagykanizsa Airfield,HU,s,Europe/Budapest
LHNS,46.69806,20.66861,Nagyszénás,HU,s,Europe/Budapest
LHNY,47.98390,21.69230,Nyíregyháza Airfield,HU,s,Europe/Budapest
LHOY,46.30614,18.76739,Őcsény Airfield,HU,s,Europe/Budapest
LHPA,47.36360,17.50080,Pápa Air Base,HU,s,Europe/Budapest
LHPL,47.30361,19.52895,Pilis Airfield,HU,s,Europe/Budapest
LHPP,45.98889,18.24204,Pécs-Pogány International Airport,HU,l,Europe/Budapest
LHPR,47.62844,17.80472,Győr-Pér Airport,HU,m,Europe/Budapest
LHSA,47.07790,17.96840,Szentkirályszabadja Airfield,HU,s,Europe/Budapest
LHSB,46.90028,19.36639,Szabadszállás-Balázspuszta Airfield,HU,s,Europe/Budapest
LHSI,47.23456,17.02718,Sitke Airfield,HU,s,Europe/Budapest
LHSK,46.85690,18.09580,Siófok-Kiliti Airfield,HU,s,Europe/Budapest
LHSM,46.68639,17.15908,Hévíz–Balaton Airport,HU,m,Europe/Budapest
LHSN,47.12290,20.23550,Szolnok Air Base,HU,m,Europe/Budapest
LHSS,47.14288,20.19731,Szolnok-Szandai Airfield,HU,s,Europe/Budapest
LHST,46.32265,20.05321,Szatymaz Airfield,HU,s,Europe/Budapest
LHSU,47.19997,20.48193,Surjány Airfield,HU,s,Europe/Budapest
LHSV,46.80394,20.52784,Kákahalom Airfield,HU,s,Europe/Budapest
LHSY,47.28000,16.62640,Szombathely Airfield,HU,s,Europe/Budapest
LHSZ,46.61251,20.28320,Szentes Aerodrome,HU,s,Europe/Budapest
LHTA,46.39310,17.91750,Taszár Air Base,HU,m,Europe/Budapest
LHTL,47.34530,18.98080,Tököl Airport,HU,m,Europe/Budapest
LHTM,47.31386,19.77385,Tápiószentmárton Airfield,HU,s,Europe/Budapest
LHUD,46.24513,20.09222,Szeged Airport,HU,s,Europe/Budapest
LHUH,47.12820,18.31299,Úrhida,HU,s,Europe/Budapest
LHVE,47.63811,19.25501,Veresegyház Airfield,HU,s,Europe/Budapest
LHZA,46.88470,16.78890,Zalaegerszeg Andráshida Airfield,HU,s,Europe/Budapest
LHZK,46.55390,17.15118,Zalakaros Airfield,HU,s,Europe/Budapest
LIAA,42.57333,12.58444,"Aviosuperficie ""Alvaro Leonardi""",IT,s,Europe/Rome
LIAD,41.82469,12.38173,Capitalia Heliport,IT,h,Europe/Rome
LIAF,42.93280,12.71237,Foligno Airfield,IT,s,Europe/Rome
LIAG,43.34151,12.57687,Colacem Heliport,IT,h,Europe/Rome
LIAJ,41.78295,12.30650,Macchiarella Heliport,IT,h,Europe/Rome
LIAL,43.35490,12.21807,Sant'Illuminato Airfield,IT,s,Europe/Rome
LIAO,44.08830,10.46717,Il Ciocco Heliport,IT,h,Europe/Rome
LIAP,42.37990,13.30920,L'Aquila–Preturo Airport,IT,s,Europe/Rome
LIAQ,41.49198,13.71934,Aquino Airfield,IT,s,Europe/Rome
LIAR,41.99414,12.01354,Furbara Air Base,IT,s,Europe/Rome
LIAT,43.59216,10.69629,Valdera Airfield,IT,s,Europe/Rome
LIAU,41.11600,14.17800,Capua Airport,IT,s,Europe/Rome
LIAY,41.68713,13.49937,La Bagnara Heliport,IT,h,Europe/Rome
LIBA,41.53844,15.71718,Amendola Air Base,IT,m,Europe/Rome
LIBC,38.99720,17.08020,Crotone Sant'Anna Pythagoras Airport,IT,m,Europe/Rome
LIBD,41.13890,16.76060,Bari Karol Wojtyła International Airport,IT,l,Europe/Rome
LIBF,41.43360,15.53457,Foggia Gino Lisa Airport,IT,m,Europe/Rome
LIBG,40.51750,17.40320,Taranto-Grottaglie Marcello Arlotta Airport,IT,m,Europe/Rome
LIBH,40.42413,16.88752,Marina di Ginosa Heliport,IT,h,Europe/Rome
LIBJ,38.64046,16.04299,"Helicopter Base ""Luigi Razza""",IT,h,Europe/Rome
LIBN,40.23920,18.13330,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,IT,m,Europe/Rome
LIBP,42.43108,14.18298,Abruzzo Airport,IT,l,Europe/Rome
LIBR,40.65760,17.94700,Brindisi Airport,IT,l,Europe/Rome
LIBV,40.76780,16.93330,Gioia del Colle Antonio Ramirez Air Base,IT,m,Europe/Rome
LICA,38.90621,16.24601,Lamezia Terme Sant'Eufemia International Airport,IT,l,Europe/Rome
LICB,36.99583,14.60889,Comiso Airport,IT,m,Europe/Rome
LICC,37.46680,15.06640,Catania-Fontanarossa Airport,IT,l,Europe/Rome
LICD,35.49790,12.61810,Lampedusa Airport,IT,m,Europe/Rome
LICG,36.81650,11.96890,Pantelleria Airport,IT,m,Europe/Rome
LICJ,38.17600,13.09100,Falcone–Borsellino Airport,IT,l,Europe/Rome
LICK,39.77619,15.81134,Scalea Airport,IT,s,Europe/Rome
LICN,37.79956,15.22775,Calatabiano (Aviosuperficie Angelo D'Arrigo),IT,s,Europe/Rome
LICP,38.11592,13.31337,Palermo-Boccadifalco Airport,IT,m,Europe/Rome
LICR,38.07120,15.65160,Reggio Calabria Airport,IT,m,Europe/Rome
LICS,37.52881,13.00312,AvioSciacca Airfield,IT,s,Europe/Rome
LICT,37.91140,12.48800,Vincenzo Florio Airport Trapani-Birgi,IT,m,Europe/Rome
LICU,38.70721,13.17748,Ustica Heliport,IT,h,Europe/Rome
LICZ,37.40170,14.92240,Sigonella Navy Air Base,IT,m,Europe/Rome
LIDA,45.88616,11.51586,Asiago Romeo Sartori Airfield,IT,s,Europe/Rome
LIDB,46.16655,12.25039,Belluno Arturo dell'Oro Airport,IT,s,Europe/Rome
LIDC,45.08608,12.16146,Cà Negra Private Airstrip,IT,s,Europe/Rome
LIDE,44.69804,10.66488,Reggio Emilia Airport,IT,s,Europe/Rome
LIDF,43.82403,13.02588,Fano Airfield,IT,s,Europe/Rome
LIDG,44.39748,11.85478,Lugo Francesco Baracca Airfield,IT,s,Europe/Rome
LIDH,45.67783,11.49631,Thiene Arturo Ferrarin Airfield,IT,s,Europe/Rome
LIDI,46.57410,12.11546,Cortina d'Ampezzo Sant'Anna Heliport,IT,h,Europe/Rome
LIDK,45.95342,12.81760,Casarsa della Delizia Air Base,IT,h,Europe/Rome
LIDL,45.13012,11.29322,Legnago Airfield,IT,s,Europe/Rome
LIDP,44.32222,10.83167,Pavullo Airfield,IT,s,Europe/Rome
LIDR,44.36429,12.22500,Ravenna Airport,IT,s,Europe/Rome
LIDT,46.02333,11.12500,Trento-Mattarello Airport,IT,m,Europe/Rome
LIDU,44.83323,10.87119,Carpi-Budrione Airfield,IT,s,Europe/Rome
LIDV,44.79088,11.67190,Prati Vecchi d'Aguscello Airfield,IT,s,Europe/Rome
LIDW,45.69920,12.54310,Luciano Narder Airfield,IT,s,Europe/Rome
LIEA,40.63210,8.29077,Alghero-Fertilia Airport,IT,m,Europe/Rome
LIED,39.35420,8.97248,Decimomannu Air Base,IT,m,Europe/Rome
